id	model_type	dataset_type	detail_name	path_prefix	n_features	best_iter_epoch	train_rmse	test_rmse	model_size_mb	has_importance	has_original_importance	importance_file	original_importance_file
lstm_separate_淡水_466900_combined_windows	lstm	separate	淡水_466900_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_淡水_466900_combined_windows					0.07	FALSE	FALSE		
lstm_separate_麥寮_A2K360_combined_windows	lstm	separate	麥寮_A2K360_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_麥寮_A2K360_combined_windows					0.07	FALSE	FALSE		
lstm_separate_善化_C0O900_combined_windows	lstm	separate	善化_C0O900_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_善化_C0O900_combined_windows					0.07	FALSE	FALSE		
lstm_separate_富貴角_C0AI20_combined_windows	lstm	separate	富貴角_C0AI20_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_富貴角_C0AI20_combined_windows					0.07	FALSE	FALSE		
lstm_separate_復興_C0V710_combined_windows	lstm	separate	復興_C0V710_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_復興_C0V710_combined_windows					0.07	FALSE	FALSE		
lstm_separate_湖口_C0D650_combined_windows	lstm	separate	湖口_C0D650_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_湖口_C0D650_combined_windows					0.07	FALSE	FALSE		
lstm_separate_菜寮_C0AD30_combined_windows	lstm	separate	菜寮_C0AD30_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_菜寮_C0AD30_combined_windows					0.07	FALSE	FALSE		
lstm_separate_陽明_466910_combined_windows	lstm	separate	陽明_466910_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_陽明_466910_combined_windows					0.07	FALSE	FALSE		
lstm_separate_新竹_C0D660_combined_windows	lstm	separate	新竹_C0D660_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_新竹_C0D660_combined_windows					0.07	FALSE	FALSE		
lstm_separate_新店_C0AC80_combined_windows	lstm	separate	新店_C0AC80_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_新店_C0AC80_combined_windows					0.07	FALSE	FALSE		
lstm_separate_新莊_C0ACA0_combined_windows	lstm	separate	新莊_C0ACA0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_新莊_C0ACA0_combined_windows					0.07	FALSE	FALSE		
lstm_separate_新港_C0M790_combined_windows	lstm	separate	新港_C0M790_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_新港_C0M790_combined_windows					0.07	FALSE	FALSE		
lstm_separate_新營_C0X250_combined_windows	lstm	separate	新營_C0X250_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_新營_C0X250_combined_windows					0.07	FALSE	FALSE		
lstm_separate_楠梓_C0V770_combined_windows	lstm	separate	楠梓_C0V770_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_楠梓_C0V770_combined_windows					0.07	FALSE	FALSE		
lstm_separate_萬里_C0A940_combined_windows	lstm	separate	萬里_C0A940_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_萬里_C0A940_combined_windows					0.07	FALSE	FALSE		
lstm_separate_萬華_466920_combined_windows	lstm	separate	萬華_466920_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_萬華_466920_combined_windows					0.07	FALSE	FALSE		
lstm_separate_嘉義_C0M730_combined_windows	lstm	separate	嘉義_C0M730_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_嘉義_C0M730_combined_windows					0.07	FALSE	FALSE		
lstm_separate_彰化_C0G910_combined_windows	lstm	separate	彰化_C0G910_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_彰化_C0G910_combined_windows					0.07	FALSE	FALSE		
lstm_separate_臺西_C0K530_combined_windows	lstm	separate	臺西_C0K530_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_臺西_C0K530_combined_windows					0.07	FALSE	FALSE		
lstm_separate_臺東_C0SA10_combined_windows	lstm	separate	臺東_C0SA10_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_臺東_C0SA10_combined_windows					0.07	FALSE	FALSE		
lstm_separate_臺南_467410_combined_windows	lstm	separate	臺南_467410_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_臺南_467410_combined_windows					0.07	FALSE	FALSE		
lstm_separate_潮州_C0R220_combined_windows	lstm	separate	潮州_C0R220_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_潮州_C0R220_combined_windows					0.07	FALSE	FALSE		
lstm_separate_線西_C0G890_combined_windows	lstm	separate	線西_C0G890_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_線西_C0G890_combined_windows					0.07	FALSE	FALSE		
lstm_separate_橋頭_C0V760_combined_windows	lstm	separate	橋頭_C0V760_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_橋頭_C0V760_combined_windows					0.07	FALSE	FALSE		
lstm_separate_頭份_C0E420_combined_windows	lstm	separate	頭份_C0E420_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_頭份_C0E420_combined_windows					0.07	FALSE	FALSE		
lstm_separate_龍潭_C0C670_combined_windows	lstm	separate	龍潭_C0C670_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_龍潭_C0C670_combined_windows					0.07	FALSE	FALSE		
lstm_separate_豐原_C0F9M0_combined_windows	lstm	separate	豐原_C0F9M0_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_豐原_C0F9M0_combined_windows					0.07	FALSE	FALSE		
lstm_separate_觀音_467050_combined_windows	lstm	separate	觀音_467050_combined_windows	D:/pythonWork/R_datascience/final/Train_R/model_outputs/models/lstm_separate_觀音_467050_combined_windows					0.07	FALSE	FALSE		
